short_term,long_term,price_range,amp_window,change_holding,amp_lo_threshold,amp_hi_threshold,mse_threshold_1,slope_threshold_1,mse_threshold_2,slope_threshold_2,price_change_threshold,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,score_250,score_500
2.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,29.51424397299343,,,,,,,,,28.13263803784092,13.11251100352641
3.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,30.366464996087174,,,,,,,,,28.530626486368504,11.904878440096377
5.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,30.234353506242105,,,,,,,,,28.983107261905914,13.270217427863171
6.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,30.11796351781956,,,,,,,,,30.456703446072154,11.470506180234544
4.0,20.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,29.048035713397233,,,,,,,,,28.817284321091986,11.350376689647138
4.0,25.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,28.324812902353163,,,,,,,,,29.183349590382953,10.981530435630583
4.0,30.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,27.407957543855275,,,,,,,,,28.714817322642144,10.468249706228324
4.0,15.0,7.0,100.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,27.836232740787942,,,,,,,,,28.02391136382536,13.632204515455873
4.0,15.0,7.0,150.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,22.273130682032555,,,,,,,,,18.671559682427866,12.556975343071304
4.0,15.0,7.0,200.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,19.249760310349284,,,,,,,,,15.706324367969536,7.064499324683423
4.0,15.0,7.0,75.0,250.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,22.5157290712004,,,,,,,,,21.052031874455146,13.638262222281668
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,28.677357056581428,,,,,,,,,25.792883459084834,3.7294206687545994
4.0,15.0,7.0,75.0,2000.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,19.606930959849095,,,,,,,,,14.976011935431952,-8.423615156265111
4.0,15.0,7.0,75.0,4000.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,14.110237048821656,,,,,,,,,7.560045423951806,-18.62721088631874
4.0,15.0,7.0,75.0,500.0,10.0,1.0,0.35,0.05,0.04,2.0,0.01,,28.5212466260312,,,,,,,,,26.440994584357266,9.816869900267164
4.0,15.0,7.0,75.0,500.0,12.5,1.0,0.35,0.05,0.04,2.0,0.01,,26.15135203268616,,,,,,,,,23.591237506939375,9.334649268240346
4.0,15.0,7.0,75.0,500.0,15.0,1.0,0.35,0.05,0.04,2.0,0.01,,25.394550060693952,,,,,,,,,23.412385610377775,8.133566650777771
4.0,15.0,7.0,75.0,500.0,7.5,0.5,0.35,0.05,0.04,2.0,0.01,,30.630051209047146,,,,,,,,,28.624146717042716,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.5,0.35,0.05,0.04,2.0,0.01,,30.344321572309283,,,,,,,,,29.026114389946013,12.247270597319094
4.0,15.0,7.0,75.0,500.0,7.5,2.0,0.35,0.05,0.04,2.0,0.01,,28.65278631504586,,,,,,,,,28.88074253487099,11.884635690194129
4.0,15.0,7.0,75.0,500.0,7.5,2.5,0.35,0.05,0.04,2.0,0.01,,25.47805318466736,,,,,,,,,26.71781064494664,9.061420353472826
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.005,,15.405786474316855,,,,,,,,,10.445902474270195,13.436296131893043
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.025,,11.183128994332092,,,,,,,,,-2.28563297638323,30.609869316444794
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.05,,9.445579131863308,,,,,,,,,6.28307317831549,14.06763059446454
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.1,,4.946908942604213,,,,,,,,,1.663777731761943,9.84291073937107
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.005,2.0,0.01,,24.140981729081027,,,,,,,,,21.19847691298257,12.967087542591937
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.01,2.0,0.01,,24.71046654736977,,,,,,,,,21.47591183729603,14.284851676449016
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.02,2.0,0.01,,24.712153490974217,,,,,,,,,21.914598403590695,13.634115359033029
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,0.5,0.01,,30.643692183451755,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,1.0,0.01,,30.643692183451755,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,4.0,0.01,,30.643692183451755,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,8.0,0.01,,30.643692183451755,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,30.69486700727502,,,,,,,,,27.452965815554847,17.507077679351685
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.15,0.05,0.04,2.0,0.01,,29.20822696770504,,,,,,,,,25.48450552806017,14.31223520692593
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.25,0.05,0.04,2.0,0.01,,30.273773984392122,,,,,,,,,27.879146684680617,12.751799380968599
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.2,0.04,2.0,0.01,,27.107405090518967,,,,,,,,,23.974344154372297,18.51936282320998
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.4,0.04,2.0,0.01,,26.766899002473885,,,,,,,,,23.859148713152315,17.71374551759893
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.8,0.04,2.0,0.01,,26.64810492676013,,,,,,,,,23.849421271487888,17.260082925086717
4.0,15.0,3.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,-3.7139327694628195,,,,,,,,,-9.691031919205042,7.199593292566989
4.0,15.0,4.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,12.648469972189154,,,,,,,,,11.405810152060395,4.33509408438171
4.0,15.0,5.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,20.51557955736462,,,,,,,,,23.831260533340455,7.314778723083819
4.0,15.0,6.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,24.604278398821105,,,,,,,,,24.301209937557786,16.511203955379504
2.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,29.74521002283727,,,,,,,,,27.306537658731656,17.798505754577473
3.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,30.20243365570304,,,,,,,,,27.277601841580868,16.429828195937898
5.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,29.779329436579424,,,,,,,,,26.71621828197928,17.798987508099128
6.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,29.033587404832904,,,,,,,,,27.591009128977326,15.256177132930526
4.0,20.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,28.937714050757666,,,,,,,,,26.78023956683068,16.10838322504361
4.0,25.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,28.124645131549222,,,,,,,,,26.835115568112663,15.693083119350362
4.0,30.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,27.40475266764961,,,,,,,,,26.12785699081754,14.486595147970004
4.0,15.0,7.0,100.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,27.173704691544796,,,,,,,,,25.49660038986891,16.59810824904381
4.0,15.0,7.0,150.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,20.64169192718515,,,,,,,,,15.780907043338855,13.677600255103718
4.0,15.0,7.0,200.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,17.613065068757145,,,,,,,,,13.166236045352806,7.815078819579959
4.0,15.0,7.0,75.0,250.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,22.40582662275395,,,,,,,,,20.332254283759934,15.644223211555214
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,34.26894391538115,,,,,,,,,30.925320553534895,10.79304058280804
4.0,15.0,7.0,75.0,2000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,27.950712503323402,,,,,,,,,23.56860078232431,-1.1275035000664246
4.0,15.0,7.0,75.0,4000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,23.51282084601327,,,,,,,,,16.843124705053725,-9.371030771344806
4.0,15.0,7.0,75.0,1000.0,10.0,1.0,0.05,0.05,0.04,2.0,0.01,,31.695623930023565,,,,,,,,,28.02557851895965,6.192913169463402
4.0,15.0,7.0,75.0,1000.0,12.5,1.0,0.05,0.05,0.04,2.0,0.01,,29.235842748803012,,,,,,,,,24.43457482288526,5.880721761857014
4.0,15.0,7.0,75.0,1000.0,15.0,1.0,0.05,0.05,0.04,2.0,0.01,,28.06247018191692,,,,,,,,,23.787492680384382,3.699508945088109
4.0,15.0,7.0,75.0,1000.0,7.5,0.5,0.05,0.05,0.04,2.0,0.01,,34.258772534933016,,,,,,,,,30.854728261042794,10.79304058280804
4.0,15.0,7.0,75.0,1000.0,7.5,1.5,0.05,0.05,0.04,2.0,0.01,,32.66044212801119,,,,,,,,,30.07964360458218,8.834026059521836
4.0,15.0,7.0,75.0,1000.0,7.5,2.0,0.05,0.05,0.04,2.0,0.01,,30.434294090975392,,,,,,,,,30.803904316811337,7.627286794135134
4.0,15.0,7.0,75.0,1000.0,7.5,2.5,0.05,0.05,0.04,2.0,0.01,,27.22408448234826,,,,,,,,,29.896715496108005,4.770246780103893
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.005,,16.676277077927445,,,,,,,,,8.570432022040727,11.474246199523861
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.025,,12.298260467313998,,,,,,,,,-4.529714903292916,26.24093316115794
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.05,,7.813433701753551,,,,,,,,,-8.292275655475592,11.40436198942416
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.1,,-0.20543531280084348,,,,,,,,,-9.503433539373663,3.5801108582124
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.005,2.0,0.01,,26.755549180486113,,,,,,,,,22.92875342705942,9.606460401013734
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.01,2.0,0.01,,27.462248818817805,,,,,,,,,23.534338301693523,10.942599706106261
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.02,2.0,0.01,,27.582493590294128,,,,,,,,,24.23490722499394,10.724968539607673
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,0.5,0.01,,34.26894391538115,,,,,,,,,30.925320553534895,10.79304058280804
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,1.0,0.01,,34.26894391538115,,,,,,,,,30.925320553534895,10.79304058280804
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,4.0,0.01,,34.26894391538115,,,,,,,,,30.925320553534895,10.79304058280804
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,8.0,0.01,,34.26894391538115,,,,,,,,,30.925320553534895,10.79304058280804
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.15,0.05,0.04,2.0,0.01,,28.182156241285085,,,,,,,,,23.700171401519693,5.926937513137233
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.25,0.05,0.04,2.0,0.01,,28.470237747670954,,,,,,,,,25.368105370966724,3.211370011760046
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.1,0.04,2.0,0.01,,33.12279471978081,,,,,,,,,28.4097069347502,13.24907507385738
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.2,0.04,2.0,0.01,,28.51100348888084,,,,,,,,,25.19723944350105,12.33988454580862
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.4,0.04,2.0,0.01,,27.768933200827096,,,,,,,,,24.928499694426318,10.798393078359775
4.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.8,0.04,2.0,0.01,,27.521114620232403,,,,,,,,,24.907132283994297,9.856190040927432
4.0,15.0,3.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,-7.794236654355393,,,,,,,,,-16.503692405965346,15.626847157240839
4.0,15.0,4.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,15.330745323523384,,,,,,,,,11.549921292925465,3.379876668882172
4.0,15.0,5.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,22.30252511588007,,,,,,,,,25.755917226070796,1.013192621579524
4.0,15.0,6.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,25.929105684092114,,,,,,,,,26.520160779117184,6.168899323081437
2.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,32.30775127435081,,,,,,,,,29.861056162031733,11.789676377519768
3.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,33.50242404946596,,,,,,,,,30.232116473804723,9.626697552976278
5.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,33.09612556780272,,,,,,,,,30.069673594071624,10.772889978531612
6.0,15.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,32.13957375580755,,,,,,,,,32.04289439225329,7.139404549824366
4.0,20.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,30.751111742685836,,,,,,,,,30.14117241509242,7.804715268285857
4.0,25.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,29.685151999929527,,,,,,,,,30.62412037174128,6.552216784358038
4.0,30.0,7.0,75.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,28.366557158747735,,,,,,,,,29.29298685233296,5.12389404690871
4.0,15.0,7.0,100.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,31.993330378802955,,,,,,,,,30.4675186122784,11.020197205737883
4.0,15.0,7.0,150.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,26.37420137838167,,,,,,,,,21.8642262571967,12.891566519596882
4.0,15.0,7.0,200.0,1000.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,23.685375528037007,,,,,,,,,17.205558889685875,10.56017591556892
